filename,filepath,x,y,split
train_00054.png,data/raw/images/train/train_00054.png,7,34,train
train_00055.png,data/raw/images/train/train_00055.png,34,32,train
train_00056.png,data/raw/images/train/train_00056.png,4,41,train
train_00057.png,data/raw/images/train/train_00057.png,38,40,train
train_00058.png,data/raw/images/train/train_00058.png,27,6,train
train_00059.png,data/raw/images/train/train_00059.png,8,7,train
train_00060.png,data/raw/images/train/train_00060.png,11,33,train
train_00061.png,data/raw/images/train/train_00061.png,32,47,train
train_00062.png,data/raw/images/train/train_00062.png,22,23,train
train_00063.png,data/raw/images/train/train_00063.png,36,34,train
train_00064.png,data/raw/images/train/train_00064.png,43,39,train
train_00065.png,data/raw/images/train/train_00065.png,21,26,train
train_00066.png,data/raw/images/train/train_00066.png,34,0,train
train_00067.png,data/raw/images/train/train_00067.png,34,36,train
train_00068.png,data/raw/images/train/train_00068.png,46,13,train
train_00069.png,data/raw/images/train/train_00069.png,2,0,train
train_00070.png,data/raw/images/train/train_00070.png,4,25,train
train_00071.png,data/raw/images/train/train_00071.png,13,38,train
train_00072.png,data/raw/images/train/train_00072.png,26,8,train
train_00073.png,data/raw/images/train/train_00073.png,14,14,train
train_00074.png,data/raw/images/train/train_00074.png,25,41,train
train_00075.png,data/raw/images/train/train_00075.png,12,31,train
train_00076.png,data/raw/images/train/train_00076.png,38,48,train
train_00077.png,data/raw/images/train/train_00077.png,31,3,train
train_00078.png,data/raw/images/train/train_00078.png,29,36,train
train_00079.png,data/raw/images/train/train_00079.png,22,38,train
train_00080.png,data/raw/images/train/train_00080.png,44,14,train
train_00081.png,data/raw/images/train/train_00081.png,42,28,train
train_00082.png,data/raw/images/train/train_00082.png,35,12,train
train_00083.png,data/raw/images/train/train_00083.png,31,6,train
train_00084.png,data/raw/images/train/train_00084.png,21,27,train
train_00085.png,data/raw/images/train/train_00085.png,1,41,train
train_00086.png,data/raw/images/train/train_00086.png,44,5,train
train_00087.png,data/raw/images/train/train_00087.png,27,27,train
train_00088.png,data/raw/images/train/train_00088.png,43,43,train
train_00089.png,data/raw/images/train/train_00089.png,19,29,train
train_00090.png,data/raw/images/train/train_00090.png,10,27,train
train_00091.png,data/raw/images/train/train_00091.png,24,38,train
train_00092.png,data/raw/images/train/train_00092.png,32,0,train
train_00093.png,data/raw/images/train/train_00093.png,26,12,train
train_00094.png,data/raw/images/train/train_00094.png,40,2,train
train_00095.png,data/raw/images/train/train_00095.png,38,5,train
train_00096.png,data/raw/images/train/train_00096.png,7,26,train
train_00097.png,data/raw/images/train/train_00097.png,8,36,train
train_00098.png,data/raw/images/train/train_00098.png,32,41,train
train_00099.png,data/raw/images/train/train_00099.png,43,23,train
train_00100.png,data/raw/images/train/train_00100.png,14,31,train
train_00101.png,data/raw/images/train/train_00101.png,31,23,train
train_00102.png,data/raw/images/train/train_00102.png,40,48,train
train_00103.png,data/raw/images/train/train_00103.png,48,11,train
train_00104.png,data/raw/images/train/train_00104.png,38,1,train
train_00105.png,data/raw/images/train/train_00105.png,2,48,train
train_00106.png,data/raw/images/train/train_00106.png,36,48,train
train_00107.png,data/raw/images/train/train_00107.png,16,48,train
train_00108.png,data/raw/images/train/train_00108.png,1,1,train
train_00109.png,data/raw/images/train/train_00109.png,27,22,train
train_00110.png,data/raw/images/train/train_00110.png,36,31,train
train_00111.png,data/raw/images/train/train_00111.png,32,0,train
train_00112.png,data/raw/images/train/train_00112.png,18,1,train
train_00113.png,data/raw/images/train/train_00113.png,43,25,train
train_00114.png,data/raw/images/train/train_00114.png,31,5,train
train_00115.png,data/raw/images/train/train_00115.png,31,3,train
train_00116.png,data/raw/images/train/train_00116.png,10,16,train
train_00117.png,data/raw/images/train/train_00117.png,37,23,train
train_00118.png,data/raw/images/train/train_00118.png,4,33,train
train_00119.png,data/raw/images/train/train_00119.png,5,21,train
train_00120.png,data/raw/images/train/train_00120.png,10,47,train
train_00121.png,data/raw/images/train/train_00121.png,15,32,train
train_00122.png,data/raw/images/train/train_00122.png,8,5,train
train_00123.png,data/raw/images/train/train_00123.png,15,28,train
train_00124.png,data/raw/images/train/train_00124.png,2,19,train
train_00125.png,data/raw/images/train/train_00125.png,35,18,train
train_00126.png,data/raw/images/train/train_00126.png,25,2,train
train_00127.png,data/raw/images/train/train_00127.png,18,19,train
train_00128.png,data/raw/images/train/train_00128.png,31,6,train
train_00129.png,data/raw/images/train/train_00129.png,40,32,train
train_00130.png,data/raw/images/train/train_00130.png,39,38,train
train_00131.png,data/raw/images/train/train_00131.png,17,39,train
train_00132.png,data/raw/images/train/train_00132.png,0,10,train
train_00133.png,data/raw/images/train/train_00133.png,27,24,train
train_00134.png,data/raw/images/train/train_00134.png,49,22,train
train_00135.png,data/raw/images/train/train_00135.png,30,29,train
train_00136.png,data/raw/images/train/train_00136.png,41,34,train
train_00137.png,data/raw/images/train/train_00137.png,6,15,train
train_00138.png,data/raw/images/train/train_00138.png,25,47,train
train_00139.png,data/raw/images/train/train_00139.png,48,1,train
train_00140.png,data/raw/images/train/train_00140.png,0,47,train
train_00141.png,data/raw/images/train/train_00141.png,11,4,train
train_00142.png,data/raw/images/train/train_00142.png,36,31,train
train_00143.png,data/raw/images/train/train_00143.png,8,40,train
train_00144.png,data/raw/images/train/train_00144.png,34,18,train
train_00145.png,data/raw/images/train/train_00145.png,47,15,train
train_00146.png,data/raw/images/train/train_00146.png,2,19,train
train_00147.png,data/raw/images/train/train_00147.png,23,32,train
train_00148.png,data/raw/images/train/train_00148.png,23,10,train
train_00149.png,data/raw/images/train/train_00149.png,48,7,train
train_00150.png,data/raw/images/train/train_00150.png,35,37,train
train_00151.png,data/raw/images/train/train_00151.png,39,19,train
train_00152.png,data/raw/images/train/train_00152.png,34,47,train
train_00153.png,data/raw/images/train/train_00153.png,24,34,train
train_00154.png,data/raw/images/train/train_00154.png,24,28,train
train_00155.png,data/raw/images/train/train_00155.png,17,45,train
train_00156.png,data/raw/images/train/train_00156.png,17,1,train
train_00157.png,data/raw/images/train/train_00157.png,34,15,train
train_00158.png,data/raw/images/train/train_00158.png,40,35,train
train_00159.png,data/raw/images/train/train_00159.png,32,3,train
train_00160.png,data/raw/images/train/train_00160.png,32,13,train
train_00161.png,data/raw/images/train/train_00161.png,20,47,train
train_00162.png,data/raw/images/train/train_00162.png,19,7,train
train_00163.png,data/raw/images/train/train_00163.png,6,2,train
train_00164.png,data/raw/images/train/train_00164.png,16,32,train
train_00165.png,data/raw/images/train/train_00165.png,47,11,train
train_00166.png,data/raw/images/train/train_00166.png,21,21,train
train_00167.png,data/raw/images/train/train_00167.png,45,29,train
train_00168.png,data/raw/images/train/train_00168.png,37,37,train
train_00169.png,data/raw/images/train/train_00169.png,44,7,train
train_00170.png,data/raw/images/train/train_00170.png,26,26,train
train_00171.png,data/raw/images/train/train_00171.png,33,20,train
train_00172.png,data/raw/images/train/train_00172.png,29,32,train
train_00173.png,data/raw/images/train/train_00173.png,27,46,train
train_00174.png,data/raw/images/train/train_00174.png,32,4,train
train_00175.png,data/raw/images/train/train_00175.png,47,18,train
train_00176.png,data/raw/images/train/train_00176.png,3,34,train
train_00177.png,data/raw/images/train/train_00177.png,48,16,train
train_00178.png,data/raw/images/train/train_00178.png,43,27,train
train_00179.png,data/raw/images/train/train_00179.png,29,28,train
train_00180.png,data/raw/images/train/train_00180.png,45,5,train
train_00181.png,data/raw/images/train/train_00181.png,34,40,train
train_00182.png,data/raw/images/train/train_00182.png,36,23,train
train_00183.png,data/raw/images/train/train_00183.png,28,48,train
train_00184.png,data/raw/images/train/train_00184.png,45,30,train
train_00185.png,data/raw/images/train/train_00185.png,34,32,train
train_00186.png,data/raw/images/train/train_00186.png,20,31,train
train_00187.png,data/raw/images/train/train_00187.png,22,32,train
train_00188.png,data/raw/images/train/train_00188.png,2,17,train
train_00189.png,data/raw/images/train/train_00189.png,24,41,train
train_00190.png,data/raw/images/train/train_00190.png,30,2,train
train_00191.png,data/raw/images/train/train_00191.png,39,45,train
train_00192.png,data/raw/images/train/train_00192.png,23,49,train
train_00193.png,data/raw/images/train/train_00193.png,31,46,train
train_00194.png,data/raw/images/train/train_00194.png,21,22,train
train_00195.png,data/raw/images/train/train_00195.png,1,26,train
train_00196.png,data/raw/images/train/train_00196.png,41,1,train
train_00197.png,data/raw/images/train/train_00197.png,25,16,train
train_00198.png,data/raw/images/train/train_00198.png,39,32,train
train_00199.png,data/raw/images/train/train_00199.png,8,42,train
train_00200.png,data/raw/images/train/train_00200.png,47,38,train
train_00201.png,data/raw/images/train/train_00201.png,28,41,train
train_00202.png,data/raw/images/train/train_00202.png,25,34,train
train_00203.png,data/raw/images/train/train_00203.png,49,24,train
train_00204.png,data/raw/images/train/train_00204.png,23,12,train
train_00205.png,data/raw/images/train/train_00205.png,6,35,train
train_00206.png,data/raw/images/train/train_00206.png,44,19,train
train_00207.png,data/raw/images/train/train_00207.png,0,7,train
train_00208.png,data/raw/images/train/train_00208.png,45,15,train
train_00209.png,data/raw/images/train/train_00209.png,13,11,train
train_00210.png,data/raw/images/train/train_00210.png,22,14,train
train_00211.png,data/raw/images/train/train_00211.png,27,33,train
train_00212.png,data/raw/images/train/train_00212.png,1,31,train
train_00213.png,data/raw/images/train/train_00213.png,22,21,train
train_00214.png,data/raw/images/train/train_00214.png,24,21,train
train_00215.png,data/raw/images/train/train_00215.png,21,48,train
train_00216.png,data/raw/images/train/train_00216.png,41,5,train
train_00217.png,data/raw/images/train/train_00217.png,14,42,train
train_00218.png,data/raw/images/train/train_00218.png,36,32,train
train_00219.png,data/raw/images/train/train_00219.png,7,43,train
train_00220.png,data/raw/images/train/train_00220.png,43,4,train
train_00221.png,data/raw/images/train/train_00221.png,38,3,train
train_00222.png,data/raw/images/train/train_00222.png,5,44,train
train_00223.png,data/raw/images/train/train_00223.png,31,29,train
train_00224.png,data/raw/images/train/train_00224.png,46,34,train
train_00225.png,data/raw/images/train/train_00225.png,39,15,train
train_00226.png,data/raw/images/train/train_00226.png,12,49,train
train_00227.png,data/raw/images/train/train_00227.png,41,29,train
train_00228.png,data/raw/images/train/train_00228.png,18,16,train
train_00229.png,data/raw/images/train/train_00229.png,18,27,train
train_00230.png,data/raw/images/train/train_00230.png,25,36,train
train_00231.png,data/raw/images/train/train_00231.png,25,22,train
train_00232.png,data/raw/images/train/train_00232.png,8,11,train
train_00233.png,data/raw/images/train/train_00233.png,0,0,train
train_00234.png,data/raw/images/train/train_00234.png,46,33,train
train_00235.png,data/raw/images/train/train_00235.png,31,47,train
train_00236.png,data/raw/images/train/train_00236.png,24,39,train
train_00237.png,data/raw/images/train/train_00237.png,44,0,train
train_00238.png,data/raw/images/train/train_00238.png,15,38,train
train_00239.png,data/raw/images/train/train_00239.png,4,21,train
train_00240.png,data/raw/images/train/train_00240.png,28,2,train
train_00241.png,data/raw/images/train/train_00241.png,11,25,train
train_00242.png,data/raw/images/train/train_00242.png,15,36,train
train_00243.png,data/raw/images/train/train_00243.png,21,28,train
train_00244.png,data/raw/images/train/train_00244.png,13,27,train
train_00245.png,data/raw/images/train/train_00245.png,4,46,train
train_00246.png,data/raw/images/train/train_00246.png,48,29,train
train_00247.png,data/raw/images/train/train_00247.png,45,4,train
train_00248.png,data/raw/images/train/train_00248.png,11,15,train
train_00249.png,data/raw/images/train/train_00249.png,25,25,train
train_00250.png,data/raw/images/train/train_00250.png,47,20,train
train_00251.png,data/raw/images/train/train_00251.png,38,35,train
train_00252.png,data/raw/images/train/train_00252.png,32,29,train
train_00253.png,data/raw/images/train/train_00253.png,36,22,train
train_00254.png,data/raw/images/train/train_00254.png,9,4,train
train_00255.png,data/raw/images/train/train_00255.png,35,33,train
train_00256.png,data/raw/images/train/train_00256.png,30,9,train
train_00257.png,data/raw/images/train/train_00257.png,18,31,train
train_00258.png,data/raw/images/train/train_00258.png,0,4,train
train_00259.png,data/raw/images/train/train_00259.png,44,3,train
train_00260.png,data/raw/images/train/train_00260.png,15,23,train
train_00261.png,data/raw/images/train/train_00261.png,15,1,train
train_00262.png,data/raw/images/train/train_00262.png,48,27,train
train_00263.png,data/raw/images/train/train_00263.png,31,26,train
train_00264.png,data/raw/images/train/train_00264.png,19,23,train
train_00265.png,data/raw/images/train/train_00265.png,11,49,train
train_00266.png,data/raw/images/train/train_00266.png,34,32,train
train_00267.png,data/raw/images/train/train_00267.png,32,42,train
train_00268.png,data/raw/images/train/train_00268.png,36,11,train
train_00269.png,data/raw/images/train/train_00269.png,2,0,train
train_00270.png,data/raw/images/train/train_00270.png,32,39,train
train_00271.png,data/raw/images/train/train_00271.png,9,42,train
train_00272.png,data/raw/images/train/train_00272.png,43,28,train
train_00273.png,data/raw/images/train/train_00273.png,12,11,train
train_00274.png,data/raw/images/train/train_00274.png,30,45,train
train_00275.png,data/raw/images/train/train_00275.png,1,49,train
train_00276.png,data/raw/images/train/train_00276.png,34,22,train
train_00277.png,data/raw/images/train/train_00277.png,16,25,train
train_00278.png,data/raw/images/train/train_00278.png,7,28,train
train_00279.png,data/raw/images/train/train_00279.png,25,9,train
train_00280.png,data/raw/images/train/train_00280.png,25,33,train
train_00281.png,data/raw/images/train/train_00281.png,40,6,train
train_00282.png,data/raw/images/train/train_00282.png,3,49,train
train_00283.png,data/raw/images/train/train_00283.png,44,10,train
train_00284.png,data/raw/images/train/train_00284.png,28,35,train
train_00285.png,data/raw/images/train/train_00285.png,24,20,train
train_00286.png,data/raw/images/train/train_00286.png,35,9,train
train_00287.png,data/raw/images/train/train_00287.png,36,8,train
train_00288.png,data/raw/images/train/train_00288.png,23,34,train
train_00289.png,data/raw/images/train/train_00289.png,48,34,train
train_00290.png,data/raw/images/train/train_00290.png,47,35,train
train_00291.png,data/raw/images/train/train_00291.png,17,48,train
train_00292.png,data/raw/images/train/train_00292.png,38,31,train
train_00293.png,data/raw/images/train/train_00293.png,23,22,train
train_00294.png,data/raw/images/train/train_00294.png,31,36,train
train_00295.png,data/raw/images/train/train_00295.png,11,48,train
train_00296.png,data/raw/images/train/train_00296.png,12,22,train
train_00297.png,data/raw/images/train/train_00297.png,24,34,train
train_00298.png,data/raw/images/train/train_00298.png,40,29,train
train_00299.png,data/raw/images/train/train_00299.png,16,48,train
train_00300.png,data/raw/images/train/train_00300.png,19,47,train
train_00301.png,data/raw/images/train/train_00301.png,24,21,train
train_00302.png,data/raw/images/train/train_00302.png,12,18,train
train_00303.png,data/raw/images/train/train_00303.png,48,35,train
train_00304.png,data/raw/images/train/train_00304.png,11,40,train
train_00305.png,data/raw/images/train/train_00305.png,18,11,train
train_00306.png,data/raw/images/train/train_00306.png,8,6,train
train_00307.png,data/raw/images/train/train_00307.png,27,13,train
train_00308.png,data/raw/images/train/train_00308.png,30,18,train
train_00309.png,data/raw/images/train/train_00309.png,46,15,train
train_00310.png,data/raw/images/train/train_00310.png,4,34,train
train_00311.png,data/raw/images/train/train_00311.png,11,24,train
train_00312.png,data/raw/images/train/train_00312.png,20,35,train
train_00313.png,data/raw/images/train/train_00313.png,22,15,train
train_00314.png,data/raw/images/train/train_00314.png,38,44,train
train_00315.png,data/raw/images/train/train_00315.png,41,38,train
train_00316.png,data/raw/images/train/train_00316.png,13,30,train
train_00317.png,data/raw/images/train/train_00317.png,4,34,train
train_00318.png,data/raw/images/train/train_00318.png,22,28,train
train_00319.png,data/raw/images/train/train_00319.png,42,10,train
train_00320.png,data/raw/images/train/train_00320.png,17,46,train
train_00321.png,data/raw/images/train/train_00321.png,11,8,train
train_00322.png,data/raw/images/train/train_00322.png,9,43,train
train_00323.png,data/raw/images/train/train_00323.png,16,37,train
train_00324.png,data/raw/images/train/train_00324.png,6,45,train
train_00325.png,data/raw/images/train/train_00325.png,12,39,train
train_00326.png,data/raw/images/train/train_00326.png,41,8,train
train_00327.png,data/raw/images/train/train_00327.png,49,26,train
train_00328.png,data/raw/images/train/train_00328.png,1,4,train
train_00329.png,data/raw/images/train/train_00329.png,28,36,train
train_00330.png,data/raw/images/train/train_00330.png,37,18,train
train_00331.png,data/raw/images/train/train_00331.png,7,47,train
train_00332.png,data/raw/images/train/train_00332.png,44,0,train
train_00333.png,data/raw/images/train/train_00333.png,21,16,train
train_00334.png,data/raw/images/train/train_00334.png,6,24,train
train_00335.png,data/raw/images/train/train_00335.png,44,3,train
train_00336.png,data/raw/images/train/train_00336.png,35,5,train
train_00337.png,data/raw/images/train/train_00337.png,30,18,train
train_00338.png,data/raw/images/train/train_00338.png,43,38,train
train_00339.png,data/raw/images/train/train_00339.png,26,9,train
train_00340.png,data/raw/images/train/train_00340.png,25,18,train
train_00341.png,data/raw/images/train/train_00341.png,38,2,train
train_00342.png,data/raw/images/train/train_00342.png,44,12,train
train_00343.png,data/raw/images/train/train_00343.png,49,27,train
train_00344.png,data/raw/images/train/train_00344.png,19,27,train
train_00345.png,data/raw/images/train/train_00345.png,7,40,train
train_00346.png,data/raw/images/train/train_00346.png,38,0,train
train_00347.png,data/raw/images/train/train_00347.png,2,12,train
train_00348.png,data/raw/images/train/train_00348.png,27,48,train
train_00349.png,data/raw/images/train/train_00349.png,24,32,train
train_00350.png,data/raw/images/train/train_00350.png,37,5,train
train_00351.png,data/raw/images/train/train_00351.png,43,44,train
train_00352.png,data/raw/images/train/train_00352.png,31,44,train
train_00353.png,data/raw/images/train/train_00353.png,46,20,train
train_00354.png,data/raw/images/train/train_00354.png,15,20,train
train_00355.png,data/raw/images/train/train_00355.png,10,36,train
train_00356.png,data/raw/images/train/train_00356.png,35,34,train
train_00357.png,data/raw/images/train/train_00357.png,18,19,train
train_00358.png,data/raw/images/train/train_00358.png,17,46,train
train_00359.png,data/raw/images/train/train_00359.png,40,48,train
train_00360.png,data/raw/images/train/train_00360.png,13,14,train
train_00361.png,data/raw/images/train/train_00361.png,30,0,train
train_00362.png,data/raw/images/train/train_00362.png,2,15,train
train_00363.png,data/raw/images/train/train_00363.png,22,10,train
train_00364.png,data/raw/images/train/train_00364.png,11,9,train
train_00365.png,data/raw/images/train/train_00365.png,31,15,train
train_00366.png,data/raw/images/train/train_00366.png,7,37,train
train_00367.png,data/raw/images/train/train_00367.png,11,23,train
train_00368.png,data/raw/images/train/train_00368.png,27,7,train
train_00369.png,data/raw/images/train/train_00369.png,27,35,train
train_00370.png,data/raw/images/train/train_00370.png,25,7,train
train_00371.png,data/raw/images/train/train_00371.png,49,27,train
train_00372.png,data/raw/images/train/train_00372.png,27,36,train
train_00373.png,data/raw/images/train/train_00373.png,40,35,train
train_00374.png,data/raw/images/train/train_00374.png,26,16,train
train_00375.png,data/raw/images/train/train_00375.png,8,32,train
train_00376.png,data/raw/images/train/train_00376.png,19,12,train
train_00377.png,data/raw/images/train/train_00377.png,27,47,train
train_00378.png,data/raw/images/train/train_00378.png,28,12,train
train_00379.png,data/raw/images/train/train_00379.png,45,34,train
train_00380.png,data/raw/images/train/train_00380.png,5,17,train
train_00381.png,data/raw/images/train/train_00381.png,4,46,train
train_00382.png,data/raw/images/train/train_00382.png,24,1,train
train_00383.png,data/raw/images/train/train_00383.png,9,29,train
train_00384.png,data/raw/images/train/train_00384.png,49,44,train
train_00385.png,data/raw/images/train/train_00385.png,4,32,train
train_00386.png,data/raw/images/train/train_00386.png,0,17,train
train_00387.png,data/raw/images/train/train_00387.png,31,46,train
train_00388.png,data/raw/images/train/train_00388.png,48,10,train
train_00389.png,data/raw/images/train/train_00389.png,20,25,train
train_00390.png,data/raw/images/train/train_00390.png,24,21,train
train_00391.png,data/raw/images/train/train_00391.png,26,48,train
train_00392.png,data/raw/images/train/train_00392.png,12,32,train
train_00393.png,data/raw/images/train/train_00393.png,33,40,train
train_00394.png,data/raw/images/train/train_00394.png,34,0,train
train_00395.png,data/raw/images/train/train_00395.png,20,47,train
train_00396.png,data/raw/images/train/train_00396.png,5,27,train
train_00397.png,data/raw/images/train/train_00397.png,16,4,train
train_00398.png,data/raw/images/train/train_00398.png,30,4,train
train_00399.png,data/raw/images/train/train_00399.png,37,2,train
train_00400.png,data/raw/images/train/train_00400.png,22,36,train
train_00401.png,data/raw/images/train/train_00401.png,36,9,train
train_00402.png,data/raw/images/train/train_00402.png,9,18,train
train_00403.png,data/raw/images/train/train_00403.png,16,20,train
train_00404.png,data/raw/images/train/train_00404.png,13,8,train
train_00405.png,data/raw/images/train/train_00405.png,45,0,train
train_00406.png,data/raw/images/train/train_00406.png,44,12,train
train_00407.png,data/raw/images/train/train_00407.png,3,0,train
train_00408.png,data/raw/images/train/train_00408.png,48,39,train
train_00409.png,data/raw/images/train/train_00409.png,31,33,train
train_00410.png,data/raw/images/train/train_00410.png,27,30,train
train_00411.png,data/raw/images/train/train_00411.png,7,38,train
train_00412.png,data/raw/images/train/train_00412.png,25,33,train
train_00413.png,data/raw/images/train/train_00413.png,2,49,train
train_00414.png,data/raw/images/train/train_00414.png,11,0,train
train_00415.png,data/raw/images/train/train_00415.png,43,4,train
train_00416.png,data/raw/images/train/train_00416.png,29,29,train
train_00417.png,data/raw/images/train/train_00417.png,16,47,train
train_00418.png,data/raw/images/train/train_00418.png,46,22,train
train_00419.png,data/raw/images/train/train_00419.png,14,36,train
train_00420.png,data/raw/images/train/train_00420.png,20,13,train
train_00421.png,data/raw/images/train/train_00421.png,1,10,train
train_00422.png,data/raw/images/train/train_00422.png,38,37,train
train_00423.png,data/raw/images/train/train_00423.png,33,37,train
train_00424.png,data/raw/images/train/train_00424.png,49,33,train
train_00425.png,data/raw/images/train/train_00425.png,17,29,train
train_00426.png,data/raw/images/train/train_00426.png,14,26,train
train_00427.png,data/raw/images/train/train_00427.png,33,37,train
train_00428.png,data/raw/images/train/train_00428.png,32,23,train
train_00429.png,data/raw/images/train/train_00429.png,14,29,train
train_00430.png,data/raw/images/train/train_00430.png,41,16,train
train_00431.png,data/raw/images/train/train_00431.png,4,28,train
train_00432.png,data/raw/images/train/train_00432.png,3,9,train
train_00433.png,data/raw/images/train/train_00433.png,16,9,train
train_00434.png,data/raw/images/train/train_00434.png,16,19,train
train_00435.png,data/raw/images/train/train_00435.png,23,4,train
train_00436.png,data/raw/images/train/train_00436.png,33,5,train
train_00437.png,data/raw/images/train/train_00437.png,1,12,train
train_00438.png,data/raw/images/train/train_00438.png,42,42,train
train_00439.png,data/raw/images/train/train_00439.png,47,10,train
train_00440.png,data/raw/images/train/train_00440.png,46,22,train
train_00441.png,data/raw/images/train/train_00441.png,15,30,train
train_00442.png,data/raw/images/train/train_00442.png,10,15,train
train_00443.png,data/raw/images/train/train_00443.png,7,3,train
train_00444.png,data/raw/images/train/train_00444.png,39,3,train
train_00445.png,data/raw/images/train/train_00445.png,24,2,train
train_00446.png,data/raw/images/train/train_00446.png,31,2,train
train_00447.png,data/raw/images/train/train_00447.png,26,28,train
train_00448.png,data/raw/images/train/train_00448.png,31,49,train
train_00449.png,data/raw/images/train/train_00449.png,18,20,train
train_00450.png,data/raw/images/train/train_00450.png,4,17,train
train_00451.png,data/raw/images/train/train_00451.png,27,41,train
train_00452.png,data/raw/images/train/train_00452.png,21,20,train
train_00453.png,data/raw/images/train/train_00453.png,5,0,train
train_00454.png,data/raw/images/train/train_00454.png,4,40,train
train_00455.png,data/raw/images/train/train_00455.png,11,25,train
train_00456.png,data/raw/images/train/train_00456.png,45,33,train
train_00457.png,data/raw/images/train/train_00457.png,48,13,train
train_00458.png,data/raw/images/train/train_00458.png,25,44,train
train_00459.png,data/raw/images/train/train_00459.png,26,8,train
train_00460.png,data/raw/images/train/train_00460.png,25,46,train
train_00461.png,data/raw/images/train/train_00461.png,21,46,train
train_00462.png,data/raw/images/train/train_00462.png,29,42,train
train_00463.png,data/raw/images/train/train_00463.png,47,16,train
train_00464.png,data/raw/images/train/train_00464.png,25,35,train
train_00465.png,data/raw/images/train/train_00465.png,0,7,train
train_00466.png,data/raw/images/train/train_00466.png,48,34,train
train_00467.png,data/raw/images/train/train_00467.png,14,46,train
train_00468.png,data/raw/images/train/train_00468.png,21,13,train
train_00469.png,data/raw/images/train/train_00469.png,25,27,train
train_00470.png,data/raw/images/train/train_00470.png,22,13,train
train_00471.png,data/raw/images/train/train_00471.png,23,1,train
train_00472.png,data/raw/images/train/train_00472.png,44,25,train
train_00473.png,data/raw/images/train/train_00473.png,13,6,train
train_00474.png,data/raw/images/train/train_00474.png,2,46,train
train_00475.png,data/raw/images/train/train_00475.png,22,45,train
train_00476.png,data/raw/images/train/train_00476.png,42,46,train
train_00477.png,data/raw/images/train/train_00477.png,44,17,train
train_00478.png,data/raw/images/train/train_00478.png,37,34,train
train_00479.png,data/raw/images/train/train_00479.png,14,24,train
train_00480.png,data/raw/images/train/train_00480.png,36,27,train
